year,title,rating,Execution time
2004,Maria Full of Grace,3.8,
2004,In the Realms of the Unreal,3.8,
2004,Brødre,3.8,
2004,Imaginary Heroes,3.8,
2004,The Life Aquatic with Steve Zissou,3.8,
2004,Ray,3.8,
2004,Million Dollar Baby,3.8,
2004,Kill Bill: Vol. 2,3.8,
2004,Vera Drake,3.8,
2004,Primer,3.8,
2004,Paper Clips,3.8,
2004,The Phantom of the Opera,3.7,
2004,Ae Fond Kiss...,3.7,
2004,The Phantom of the Opera,3.7,
2004,A Love Song for Bobby Long,3.7,
2004,Le chiavi di casa,3.7,
2004,Innocence,3.7,
2004,Saw,3.7,
2004,Innocence,3.7,
2004,Dandelion,3.7,
2004,Finding Neverland,3.7,
2004,Notre musique,3.7,
2004,Miracle,3.7,
2004,Jailbait,3.7,
2004,The Passion of the Christ,3.7,
2004,Ceský sen,3.7,
2004,El abrazo partido,3.7,
2004,The Machinist,3.7,
2004,Layer Cake,3.7,
2004,Appurushîdo,3.7,
2004,Ae Fond Kiss...,3.7,
2004,The Phantom of the Opera,3.7,
2004,Metallica: Some Kind of Monster,3.7,
2004,The Phantom of the Opera,3.7,
2004,Sam gang yi,3.7,
2004,The Phantom of the Opera,3.7,
2004,Outfoxed: Rupert Murdoch's War on Journalism,3.7,
2004,Ils se marièrent et eurent beaucoup d'enfants,3.6,
2004,The Dust Factory,3.6,
2004,17 sui de tian kong,3.6,
2004,House of D,3.6,
2004,Kung fu,3.6,
2004,Banlieue 13,3.6,
2004,Shi mian mai fu,3.6,
2004,The Heart Is Deceitful Above All Things,3.6,
2004,5x2,3.6,
2004,The Butterfly Effect,3.6,
2004,The Butterfly Effect,3.6,
2004,Lightning in a Bottle,3.6,
2004,Friday Night Lights,3.6,
2004,Eulogy,3.6,
2004,Mean Creek,3.6,
2004,The Year of the Yao,3.6,
2004,The Merchant of Venice,3.5,
2004,Troy,3.5,
2004,Suchîmubôi,3.5,
2004,Word Wars,3.5,
2004,Land of Plenty,3.5,
2004,Wicker Park,3.5,
2004,Shrek 2,3.5,
2004,Ladies in Lavender.,3.5,
2004,Palindromes,3.5,
2004,Collateral,3.5,
2004,What the #$*! Do We (K)now!?,3.5,
2004,Meet the Fockers,3.5,
2004,Mail Order Wife,3.5,
2004,The Woodsman,3.5,
2004,Harold & Kumar Go to White Castle,3.5,
2004,Harold & Kumar Go to White Castle,3.5,
2004,Being Julia,3.5,
2004,My Summer of Love,3.5,
2004,Comme une image,3.5,
2004,Closer,3.5,
2004,Being Julia,3.5,
2004,A Home at the End of the World,3.5,
2004,A League of Ordinary Gentlemen,3.5,
2004,The Aviator,3.4,
2004,Around the Bend,3.4,
2004,Deux frères,3.4,
2004,Gunner Palace,3.4,
2004,The Terminal,3.4,
2004,Dodgeball: A True Underdog Story,3.4,
2004,Head in the Clouds,3.4,
2004,Undertow,3.4,
2004,Confidences trop intimes,3.4,
2004,Feux rouges,3.4,
2004,Dawn of the Dead,3.4,
2004,Kinsey,3.4,
2004,Saved!,3.4,
2004,Kinsey,3.4,
2004,Sideways,3.4,
2004,50 First Dates,3.4,
2004,Touch of Pink,3.4,
2004,Bobby Jones: Stroke of Genius,3.4,
2004,Connie and Carla,3.4,
2004,Dawn of the Dead,3.4,
2004,Stateside,3.4,
2004,The Life and Death of Peter Sellers,3.4,
2004,The Assassination of Richard Nixon,3.4,
2004,Dawn of the Dead,3.4,
2004,The Aviator,3.4,
2004,Blade: Trinity,3.4,
2004,Ocean's Twelve,3.4,
2004,The 24th Day,3.4,
2004,Incident at Loch Ness,3.4,
2004,Team America: World Police,3.4,
2004,Kinsey,3.4,
2004,Napoleon Dynamite,3.3,
2004,Without a Paddle,3.3,
2004,Benji: Off the Leash!,3.3,
2004,Resident Evil: Apocalypse,3.3,
2004,Country of My Skull,3.3,
2004,The Girl Next Door,3.3,
2004,Secret Window,3.3,
2004,Spartan,3.3,
2004,Never Die Alone,3.3,
2004,She Hate Me,3.3,
2004,Going the Distance,3.3,
2004,Noel,3.3,
2004,Sleepover,3.3,
2004,Beyond the Sea,3.3,
2004,The Girl Next Door,3.3,
2004,13 Going on 30,3.3,
2004,Breakin' All the Rules,3.3,
2004,The Girl Next Door,3.3,
2004,Nochnoy dozor,3.3,
2004,The Chronicles of Riddick,3.3,
2004,The Door in the Floor,3.3,
2004,De-Lovely,3.3,
2004,Fahrenheit 9/11,3.3,
2004,I Heart Huckabees,3.3,
2004,Bride & Prejudice,3.3,
2004,Raise Your Voice,3.3,
2004,Sleepover,3.3,
2004,Nochnoy dozor,3.3,
2004,Enduring Love,3.3,
2004,Criminal,3.3,
2004,Lemony Snicket's A Series of Unfortunate Events,3.2,
2004,King Arthur,3.2,
2004,The Day After Tomorrow,3.2,
2004,Raising Helen,3.2,
2004,The Libertine,3.2,
2004,C.S.A.: The Confederate States of America,3.2,
2004,Hellboy,3.2,
2004,The Polar Express,3.2,
2004,The SpongeBob SquarePants Movie,3.2,
2004,Lemony Snicket's A Series of Unfortunate Events,3.2,
2004,The Princess Diaries 2: Royal Engagement,3.2,
2004,Cellular,3.2,
2004,Shark Tale,3.2,
2004,Taking Lives,3.2,
2004,Ginger Snaps: Unleashed,3.2,
2004,Somersault,3.2,
2004,The Hunting of the President,3.2,
2004,Hidalgo,3.2,
2004,Mindhunters,3.2,
2004,Dirty Dancing: Havana Nights,3.2,
2004,We Don't Live Here Anymore,3.2,
2004,King Arthur,3.2,
2004,Walking Tall,3.2,
2004,My Baby's Daddy,3.1,
2004,After the Sunset,3.1,
2004,My Date with Drew,3.1,
2004,Along Came Polly,3.1,
2004,Melinda and Melinda,3.1,
2004,Barbershop 2: Back in Business,3.1,
2004,Kakushi ken oni no tsume,3.1,
2004,Ella Enchanted,3.1,
2004,Wimbledon,3.1,
2004,Bridget Jones: The Edge of Reason,3.1,
2004,Barbershop 2: Back in Business,3.1,
2004,The Prince & Me,3.1,
2004,Catch That Kid,3.1,
2004,Vanity Fair,3,
2004,New York Minute,3,
2004,The Whole Ten Yards,3,
2004,P.S.,3,
2004,The Final Cut,3,
2004,Second Best,3,
2004,Flight of the Phoenix,3,
2004,Clifford's Really Big Movie,3,
2004,Spanglish,3,
2004,Starsky & Hutch,3,
2004,The Whole Ten Yards,3,
2004,Yûgiô Duel Monsters: Hikari no pyramid,3,
2004,Winter Solstice,3,
2004,Flight of the Phoenix,3,
2004,White Chicks,3,
2004,AVP: Alien vs. Predator,3,
2004,Highwaymen,3,
2004,Shall We Dance,3,
2004,The Village,3,
2004,Mean Girls,3,
2004,In Good Company,3,
2004,Shall We Dance,3,
2004,Suspect Zero,3,
2004,The Final Cut,3,
2004,Clifford's Really Big Movie,3,
2004,Christmas with the Kranks,2.9,
2004,Laws of Attraction,2.9,
2004,D.E.B.S.,2.9,
2004,Seeing Other People,2.9,
2004,The Forgotten,2.9,
2004,Torque,2.9,
2004,Alfie,2.9,
2004,The Clearing,2.9,
2004,Jersey Girl,2.9,
2004,Win a Date with Tad Hamilton!,2.9,
2004,Garfield,2.9,
2004,The Perfect Score,2.9,
2004,Everyday People,2.9,
2004,Anatomie de l'enfer,2.9,
2004,Alfie,2.9,
2004,Jersey Girl,2.9,
2004,The Cookout,2.9,
2004,Riding the Bullet,2.9,
2004,The Forgotten,2.9,
2004,The Grudge,2.9,
2004,Exorcist: The Beginning,2.8,
2004,The Ladykillers,2.8,
2004,Against the Ropes,2.8,
2004,Twisted,2.8,
2004,Sky Captain and the World of Tomorrow,2.8,
2004,Teacher's Pet,2.8,
2004,Taxi,2.8,
2004,The Ladykillers,2.8,
2004,Home on the Range,2.8,
2004,Little Black Book,2.8,
2004,Teacher's Pet,2.8,
2004,The Last Shot,2.8,
2004,Taxi,2.8,
2004,Toolbox Murders,2.8,
2004,Ett hål i mitt hjärta,2.8,
2004,Paparazzi,2.8,
2004,Birth,2.8,
2004,Twisted,2.8,
2004,Soul Plane,2.8,
2004,First Daughter,2.8,
2004,9 Songs,2.7,
2004,Fat Albert,2.7,
2004,Club Dread,2.7,
2004,Alexander,2.7,
2004,Around the World in 80 Days,2.7,
2004,The Bridge of San Luis Rey,2.7,
2004,Scooby Doo 2: Monsters Unleashed,2.7,
2004,A Good Woman,2.7,
2004,Confessions of a Teenage Drama Queen,2.7,
2004,Thunderbirds,2.7,
2004,Alexander,2.7,
2004,Around the World in 80 Days,2.7,
2004,Surviving Christmas,2.6,
2004,Seed of Chucky,2.6,
2004,The Stepford Wives,2.6,
2004,Trauma,2.6,
2004,Jiminy Glick in Lalawood,2.6,
2004,Celsius 41.11: The Temperature at Which the Brain... Begins to Die,2.6,
2004,Mr 3000,2.6,
2004,The Stepford Wives,2.6,
2004,When Will I Be Loved,2.6,
2004,The Big Bounce,2.5,
2004,Envy,2.5,
2004,Anacondas: The Hunt for the Blood Orchid,2.5,
2004,Agent Cody Banks 2: Destination London,2.5,
2004,Welcome to Mooseport,2.5,
2004,Godsend,2.5,
2004,Catwoman,2.2,
2004,Superbabies: Baby Geniuses 2,2.1,
2004,Casshern,0,
2004,The Beautiful Country,0,
2004,Da Block Party,0,
2004,Blueberry,0,
2004,Madhouse,0,
2004,Chasing Liberty,0,
2004,A Dirty Shame,0,
2004,Immortel (ad vitam),0,
2004,You Got Served,0,
2004,Bring It on Again,0,
2004,Les rivières pourpres II - Les anges de l'apocalypse,0,
2004,The Alamo,0,
2004,Gegen die Wand,0,
2004,EuroTrip,0,
2004,Shutter,0,
2004,Ginger Snaps Back: The Beginning,0,
2004,Redemption: The Stan Tookie Williams Story,0,
2004,The Alamo,0,
2004,Van Helsing,0,
2004,Van Helsing,0,
2004,Dead Leaves,0,
2004,Farscape: The Peacekeeper Wars,0,
2004,Dead Birds,0,
2004,Ring of Darkness,0,
2004,Z Channel: A Magnificent Obsession,0,
2004,Strange Bedfellows,0,
2004,Harry Potter and the Prisoner of Azkaban,0,
2004,Moolaadé,0,
2004,Der Untergang,0,
2004,Temporada de patos,0,
2004,Gegen die Wand,0,
2004,Yi ge mo sheng nu ren de lai xin,0,
2004,Book of Love,0,
2004,Super Size Me,0,
2004,The Notebook,0,
2004,36 Quai des Orfèvres,0,
2004,Ladder 49,0,
2004,America's Heart and Soul,0,
2004,"I, Robot",0,
2004,Super Size Me,0,
2004,Blueberry,0,
2004,Stage Beauty,0,
2004,"I, Robot",0,
2004,Le monde selon Bush,0,
2004,Cube Zero,0,
2004,Guerrilla: The Taking of Patty Hearst,0,
2004,San-Antonio,0,
2004,Pursued,0,
2004,The Incredibles,0,
2004,10.5,0,
2004,Red Dust,0,
2005,"""Grey's Anatomy""",NULL,
2005,"""Grey's Anatomy""",NULL,
2005,Enron: The Smartest Guys in the Room,NULL,
2005,Law & Order: Trial by Jury,NULL,
2005,2001 Maniacs,NULL,
2005,"""The War at Home""",NULL,
2005,Sin City,NULL,
2005,Hot Popcorn: Movie Awards Greatest Moments,NULL,
2005,No Direction Home: Bob Dylan,4.3,
2005,Dust to Glory,4.2,
2005,Metal: A Headbanger's Journey,4.1,
2005,La tigre e la neve,4.1,
2005,The Secret Life of Words,4.1,
2005,The Boys of Baraka,4,
2005,Chinjeolhan geumjassi,4,
2005,Diary of a Mad Black Woman,4,
2005,Linda Linda Linda,4,
2005,The Boys of Baraka,4,
2005,Äideistä parhain,4,
2005,Rize,4,
2005,Walk the Line,3.9,
2005,Brick,3.9,
2005,Sweet Land,3.9,
2005,Murderball,3.9,
2005,De battre mon coeur s'est arrêté,3.9,
2005,Shooting Dogs,3.9,
2005,Water,3.9,
2005,Shooting Dogs,3.9,
2005,Batman Begins,3.9,
2005,13 Tzameti,3.9,
2005,New York Doll,3.9,
2005,State Property 2,3.9,
2005,Hooligans,3.9,
2005,Me and You and Everyone We Know,3.9,
2005,Everything Is Illuminated,3.9,
2005,Eve and the Fire Horse,3.8,
2005,Mad Hot Ballroom,3.8,
2005,Cinderella Man,3.8,
2005,Pride & Prejudice,3.8,
2005,The World's Fastest Indian,3.8,
2005,Sophie Scholl - Die letzten Tage,3.8,
2005,Paradise Now,3.8,
2005,Serenity,3.8,
2005,Mozart and the Whale,3.8,
2005,Tsotsi,3.8,
2005,Mrs Palfrey at The Claremont,3.8,
2005,Parineeta,3.8,
2005,Xiang ri kui,3.8,
2005,Pride & Prejudice,3.8,
2005,Thank You for Smoking,3.7,
2005,Kiss Kiss Bang Bang,3.7,
2005,Goal!,3.7,
2005,The Baxter,3.7,
2005,Coach Carter,3.7,
2005,Die weisse Massai,3.7,
2005,Hard Candy,3.7,
2005,Conversations with Other Women,3.7,
2005,The Baxter,3.7,
2005,Memoirs of a Geisha,3.7,
2005,The Three Burials of Melquiades Estrada,3.7,
2005,The Devil and Daniel Johnston,3.7,
2005,End of the Spear,3.7,
2005,The Greatest Game Ever Played,3.6,
2005,Les poupées russes,3.6,
2005,Munich,3.6,
2005,Transamerica,3.6,
2005,Hustle & Flow,3.6,
2005,Keeping Mum,3.6,
2005,Dreamer: Inspired by a True Story,3.6,
2005,Lord of War,3.6,
2005,The Great Raid,3.6,
2005,The Devil's Rejects,3.6,
2005,The Proposition,3.6,
2005,Joyeux Noël,3.6,
2005,Heights,3.6,
2005,MirrorMask,3.6,
2005,Manderlay,3.6,
2005,Tom yum goong,3.6,
2005,En la cama,3.6,
2005,Grizzly Man,3.6,
2005,Emmanuel's Gift,3.6,
2005,Zui hao de shi guang,3.6,
2005,The Proposition,3.6,
2005,The Greatest Game Ever Played,3.6,
2005,Dreamer: Inspired by a True Story,3.6,
2005,"Good Night, and Good Luck.",3.6,
2005,The 40 Year Old Virgin,3.6,
2005,The Squid and the Whale,3.6,
2005,Lords of Dogtown,3.6,
2005,Just Like Heaven,3.6,
2005,Les poupées russes,3.6,
2005,Lord of War,3.6,
2005,L'iceberg,3.6,
2005,The Jacket,3.5,
2005,Smile,3.5,
2005,Wedding Crashers,3.5,
2005,Pooh's Heffalump Movie,3.5,
2005,Constantine,3.5,
2005,Smile,3.5,
2005,A Lot Like Love,3.5,
2005,Kingdom of Heaven,3.5,
2005,Danny the Dog,3.5,
2005,La marche de l'empereur,3.5,
2005,Wedding Crashers,3.5,
2005,The Chumscrubber,3.5,
2005,Caché,3.5,
2005,The Constant Gardener,3.5,
2005,Corpse Bride,3.5,
2005,Capote,3.5,
2005,Crustacés et coquillages,3.5,
2005,North Country,3.5,
2005,The Gospel,3.5,
2005,North Country,3.5,
2005,Rent,3.5,
2005,Look Both Ways,3.5,
2005,Fuck,3.5,
2005,North Country,3.5,
2005,Caché,3.5,
2005,Happy Endings,3.4,
2005,Dirty Love,3.4,
2005,Madagascar,3.4,
2005,Inside Deep Throat,3.4,
2005,Imagine Me & You,3.4,
2005,Harry Potter and the Goblet of Fire,3.4,
2005,Just Friends,3.4,
2005,Stay,3.4,
2005,Hitch,3.4,
2005,Brokeback Mountain,3.4,
2005,The Sisterhood of the Traveling Pants,3.4,
2005,Wallace & Gromit in The Curse of the Were-Rabbit,3.4,
2005,A History of Violence,3.4,
2005,La moustache,3.4,
2005,Waiting...,3.4,
2005,Mr. & Mrs. Smith,3.4,
2005,Match Point,3.4,
2005,The Ballad of Jack and Rose,3.4,
2005,Pretty Persuasion,3.4,
2005,Match Point,3.4,
2005,Le temps qui reste,3.4,
2005,Sorstalanság,3.4,
2005,Junebug,3.4,
2005,On a Clear Day,3.4,
2005,Angel-A,3.4,
2005,Mr. & Mrs. Smith,3.4,
2005,A Cock and Bull Story,3.3,
2005,The Longest Yard,3.3,
2005,Mrs Henderson Presents,3.3,
2005,Tideland,3.3,
2005,The Island,3.3,
2005,The Island,3.3,
2005,Broken Flowers,3.3,
2005,Beauty Shop,3.3,
2005,Duma,3.3,
2005,Margaret Cho: Assassin,3.3,
2005,Kinky Boots,3.3,
2005,Thumbsucker,3.3,
2005,Why We Fight,3.3,
2005,An Unfinished Life,3.3,
2005,Feast,3.3,
2005,Hostage,3.3,
2005,The Longest Yard,3.3,
2005,The Big White,3.3,
2005,Because of Winn-Dixie,3.3,
2005,Italianetz,3.3,
2005,Revolver,3.3,
2005,Jarhead,3.3,
2005,Get Rich or Die Tryin',3.3,
2005,Syriana,3.3,
2005,The Descent,3.3,
2005,Breakfast on Pluto,3.3,
2005,Factotum,3.2,
2005,Monster-in-Law,3.2,
2005,Proof,3.2,
2005,The Amityville Horror,3.2,
2005,Sarah Silverman: Jesus Is Magic,3.2,
2005,Fun with Dick and Jane,3.2,
2005,Fun with Dick and Jane,3.2,
2005,Fantastic Four,3.2,
2005,Flightplan,3.2,
2005,American Gun,3.2,
2005,"The Prize Winner of Defiance, Ohio",3.2,
2005,Secuestro express,3.2,
2005,Saw II,3.2,
2005,L'enfant,3.2,
2005,Proof,3.2,
2005,49 Up,3.2,
2005,The Wedding Date,3.2,
2005,Nanny McPhee,3.2,
2005,Dear Wendy,3.2,
2005,Harsh Times,3.2,
2005,The Lost City,3.2,
2005,The Upside of Anger,3.2,
2005,The Amityville Horror,3.2,
2005,The Family Stone,3.2,
2005,"Yours, Mine and Ours",3.2,
2005,U-Carmen e-Khayelitsha,3.2,
2005,Red Eye,3.2,
2005,Aliens of the Deep,3.2,
2005,"Yours, Mine and Ours",3.2,
2005,"The Prize Winner of Defiance, Ohio",3.2,
2005,Chicken Little,3.2,
2005,The Perfect Man,3.2,
2005,The Legend of Zorro,3.2,
2005,Cheaper by the Dozen 2,3.2,
2005,Separate Lies,3.2,
2005,U-Carmen e-Khayelitsha,3.2,
2005,The Pacifier,3.2,
2005,In Her Shoes,3.2,
2005,Two for the Money,3.1,
2005,Elizabethtown,3.1,
2005,Assault on Precinct 13,3.1,
2005,Bigger Than the Sky,3.1,
2005,Man of the House,3.1,
2005,Hoodwinked!,3.1,
2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",3.1,
2005,The Producers,3.1,
2005,Last Days,3.1,
2005,The Interpreter,3.1,
2005,The Quiet,3.1,
2005,Star Wars: Episode III - Revenge of the Sith,3.1,
2005,Man of the House,3.1,
2005,Undiscovered,3.1,
2005,Colour Me Kubrick: A True...ish Story,3.1,
2005,The Notorious Bettie Page,3.1,
2005,Star Wars: Episode III - Revenge of the Sith,3.1,
2005,The Dying Gaul,3.1,
2005,Last Days,3.1,
2005,Casanova,3.1,
2005,Derailed,3.1,
2005,The Producers,3.1,
2005,Land of the Dead,3.1,
2005,Guess Who,3.1,
2005,Hostel,3.1,
2005,Assault on Precinct 13,3.1,
2005,Are We There Yet?,3.1,
2005,Into the Blue,3.1,
2005,Ice Princess,3.1,
2005,Hide and Seek,3.1,
2005,The Skeleton Key,3.1,
2005,Nine Lives,3.1,
2005,Prime,3.1,
2005,Kicking & Screaming,3,
2005,Fever Pitch,3,
2005,Rumor Has It...,3,
2005,Fever Pitch,3,
2005,Brothers of the Head,3,
2005,Don't Come Knocking,3,
2005,First Descent,3,
2005,An American Haunting,3,
2005,The Moguls,3,
2005,Shopgirl,3,
2005,Down in the Valley,3,
2005,The Moguls,3,
2005,Racing Stripes,3,
2005,Stoned,3,
2005,The King,3,
2005,Sahara,3,
2005,Wolf Creek,3,
2005,Zathura: A Space Adventure,3,
2005,Must Love Dogs,3,
2005,Sky High,3,
2005,Cry_Wolf,3,
2005,Miss Congeniality 2: Armed & Fabulous,3,
2005,Kicking & Screaming,3,
2005,Sahara,3,
2005,The White Countess,2.9,
2005,The Dukes of Hazzard,2.9,
2005,Trust the Man,2.9,
2005,The New World,2.9,
2005,The Brothers Grimm,2.9,
2005,xXx: State of the Union,2.9,
2005,War of the Worlds,2.9,
2005,Æon Flux,2.9,
2005,Lonesome Jim,2.9,
2005,Ellie Parker,2.9,
2005,Strangers with Candy,2.9,
2005,Wu ji,2.9,
2005,Beowulf & Grendel,2.9,
2005,Trust the Man,2.9,
2005,In the Mix,2.9,
2005,Protocols of Zion,2.9,
2005,War of the Worlds,2.9,
2005,Winter Passing,2.9,
2005,The Weather Man,2.9,
2005,War of the Worlds,2.9,
2005,London,2.9,
2005,Rebound,2.9,
2005,Shadowboxer,2.9,
2005,Adam & Steve,2.9,
2005,Sketches of Frank Gehry,2.9,
2005,Stealth,2.9,
2005,King Kong,2.8,
2005,Be Cool,2.8,
2005,Bee Season,2.8,
2005,Little Fish,2.8,
2005,Edmond,2.8,
2005,The Honeymooners,2.8,
2005,King Kong,2.8,
2005,Herbie Fully Loaded,2.8,
2005,The Ring Two,2.8,
2005,The Thing About My Folks,2.8,
2005,House of Wax,2.8,
2005,The Cave,2.8,
2005,Valiant,2.8,
2005,Going Shopping,2.8,
2005,Loggerheads,2.8,
2005,King Kong,2.8,
2005,King Kong,2.8,
2005,House of Wax,2.8,
2005,Deuce Bigalow: European Gigolo,2.7,
2005,Loverboy,2.7,
2005,Doom,2.7,
2005,Unknown White Male,2.7,
2005,Dominion: Prequel to the Exorcist,2.7,
2005,Underclassman,2.7,
2005,White Noise,2.7,
2005,Tamara,2.7,
2005,Dark Water,2.7,
2005,The Kid & I,2.7,
2005,Free Zone,2.7,
2005,King's Ransom,2.7,
2005,Venom,2.6,
2005,Venom,2.6,
2005,Elektra,2.6,
2005,Daltry Calhoun,2.6,
2005,Bewitched,2.5,
2005,Boogeyman,2.5,
2005,The Fog,2.5,
2005,Boogeyman,2.5,
2005,The Adventures of Sharkboy and Lavagirl 3-D,2.5,
2005,The Fog,2.5,
2005,Looking for Comedy in the Muslim World,2.5,
2005,BloodRayne,2.5,
2005,A Sound of Thunder,2.4,
2005,Son of the Mask,2.1,
2005,Alone in the Dark,2.1,
2005,Alone in the Dark,2.1,
2005,Alone in the Dark,2.1,
2005,Domino,0,
2005,The Game of Their Lives,0,
2005,Charlie and the Chocolate Factory,0,
2005,Bad News Bears,0,
2005,Legion of the Dead,0,
2005,The Aristocrats,0,
2005,The Business,0,
2005,Four Brothers,0,
2005,Chaos,0,
2005,Transporter 2,0,
2005,Partner(s),0,
2005,Family Guy Presents Stewie Griffin: The Untold Story,0,
2005,Go Figure,0,
2005,The Exorcism of Emily Rose,0,
2005,Oliver Twist,0,
2005,Final Fantasy VII: Advent Children,0,
2005,Roll Bounce,0,
2005,Dalkomhan insaeng,0,
2005,Bubble,0,
2005,Star Wreck: In the Pirkinning,0,
2005,Cursed,0,
2005,Paha maa,0,
2005,Left Behind: World at War,0,
2005,Kids in America,0,
2005,Where the Truth Lies,0,
2005,American Pie Presents Band Camp,0,
2005,Rosario Tijeras,0,
2005,Takeshis',0,
2005,The Ice Harvest,0,
2005,Havoc,0,
2005,Charlie and the Chocolate Factory,0,
2005,Archangel,0,
2005,Cursed,0,
2005,Sidekick,0,
2005,The Business,0,
2005,Chaos,0,
2005,The Crow: Wicked Prayer,0,
2005,The Best Man,0,
2005,The Best Man,0,
2005,Evil Aliens,0,
2005,Reefer Madness: The Movie Musical,0,
2005,Charlie and the Chocolate Factory,0,
2005,Oliver Twist,0,
2005,Wish You Were Here,0,
2005,The Puffy Chair,0,
2005,Oliver Twist,0,
2006,Sugar & spice: Fûmi zekka,NULL,
2006,Nostalgia Boy,NULL,
2006,Jane Eyre,NULL,
2006,Eureka,NULL,
2006,Jane Eyre,NULL,
2006,Jane Eyre,NULL,
2006,Das Leben der Anderen,4.4,
2006,Toki o kakeru shôjo,4.2,
2006,Der unbekannte Soldat,4.2,
2006,This Is England,4.1,
2006,The Departed,4.1,
2006,The Pursuit of Happyness,4.1,
2006,The Pursuit of Happyness,4.1,
2006,300,4.1,
2006,The Ultimate Gift,4.1,
2006,Once,4.1,
2006,La faute à Fidel!,4.1,
2006,Lake of Fire,4.1,
2006,El laberinto del fauno,4.1,
2006,La faute à Fidel!,4.1,
2006,A Crude Awakening: The Oil Crash,4,
2006,Volver,4,
2006,Blood Diamond,4,
2006,Brand Upon the Brain! A Remembrance in 12 Chapters,4,
2006,Bella,4,
2006,Snow Cake,4,
2006,The Wind That Shakes the Barley,4,
2006,Little Miss Sunshine,4,
2006,Papurika,4,
2006,Amazing Grace,4,
2006,A Man Named Pearl,4,
2006,Zwartboek,4,
2006,The Pervert's Guide to Cinema,4,
2006,ATL,4,
2006,Facing the Giants,3.9,
2006,One Night with the King,3.9,
2006,V for Vendetta,3.9,
2006,An Unreasonable Man,3.9,
2006,V for Vendetta,3.9,
2006,Den brysomme mannen,3.9,
2006,Saibogujiman kwenchana,3.9,
2006,The Painted Veil,3.9,
2006,Saving Shiloh,3.9,
2006,Step Up,3.9,
2006,Pirates of the Caribbean: Dead Man's Chest,3.9,
2006,Casino Royale,3.9,
2006,The Prestige,3.9,
2006,Casino Royale,3.9,
2006,Reprise,3.9,
2006,Azuloscurocasinegro,3.9,
2006,Pirates of the Caribbean: Dead Man's Chest,3.9,
2006,Ne le dis à personne,3.9,
2006,O Ano em Que Meus Pais Saíram de Férias,3.9,
2006,Kunsten at græde i kor,3.9,
2006,Letters from Iwo Jima,3.8,
2006,Letters from Iwo Jima,3.8,
2006,The Fall,3.8,
2006,"Bon Cop, Bad Cop",3.8,
2006,Half Nelson,3.8,
2006,Deep Sea,3.8,
2006,Vitus,3.8,
2006,The Last King of Scotland,3.8,
2006,Cashback,3.8,
2006,Candy,3.8,
2006,Taxidermia,3.8,
2006,La science des rêves,3.8,
2006,"Paris, je t'aime",3.8,
2006,loudQUIETloud: A Film About the Pixies,3.8,
2006,Tuya de hun shi,3.8,
2006,The Illusionist,3.8,
2006,Inland Empire,3.8,
2006,Candy,3.8,
2006,Transylvania,3.8,
2006,The Fall,3.8,
2006,Grandma's Boy,3.8,
2006,Inside Man,3.7,
2006,Flicka,3.7,
2006,This Film Is Not Yet Rated,3.7,
2006,Indigènes,3.7,
2006,Deliver Us from Evil,3.7,
2006,Children of Men,3.7,
2006,Obsluhoval jsem anglického krále,3.7,
2006,Flicka,3.7,
2006,Efter brylluppet,3.7,
2006,The Namesake,3.7,
2006,Children of Men,3.7,
2006,Apocalypto,3.7,
2006,Hors de prix,3.7,
2006,Cars,3.7,
2006,Notes on a Scandal,3.7,
2006,Saw III,3.7,
2006,Clerks II,3.7,
2006,"OSS 117: Le Caire, nid d'espions",3.7,
2006,Inside Man,3.7,
2006,The Bridge,3.7,
2006,Old Joy,3.7,
2006,Little Children,3.7,
2006,The Guardian,3.7,
2006,Gridiron Gang,3.7,
2006,Madea's Family Reunion,3.7,
2006,The Guardian,3.7,
2006,Shortbus,3.7,
2006,Ten Canoes,3.7,
2006,Notes on a Scandal,3.7,
2006,We Are Marshall,3.6,
2006,Invincible,3.6,
2006,The Big Bad Swim,3.6,
2006,Night at the Museum,3.6,
2006,Ice Age: The Meltdown,3.6,
2006,Jackass Number Two,3.6,
2006,Direktøren for det hele,3.6,
2006,Running Scared,3.6,
2006,Red Road,3.6,
2006,Underworld: Evolution,3.6,
2006,United 93,3.6,
2006,Behind the Mask: The Rise of Leslie Vernon,3.6,
2006,Over the Hedge,3.6,
2006,Jesus Camp,3.6,
2006,Nuovomondo,3.6,
2006,X-Men: The Last Stand,3.6,
2006,Penelope,3.6,
2006,Venus,3.6,
2006,Happy Feet,3.6,
2006,Fido,3.6,
2006,Bobby,3.6,
2006,The Devil Wears Prada,3.6,
2006,Away from Her,3.6,
2006,Underworld: Evolution,3.6,
2006,Invincible,3.6,
2006,Who Killed the Electric Car?,3.6,
2006,An Inconvenient Truth,3.6,
2006,Running Scared,3.6,
2006,Running Scared,3.6,
2006,John Tucker Must Die,3.6,
2006,The U.S. vs. John Lennon,3.6,
2006,The Fast and the Furious: Tokyo Drift,3.6,
2006,Waist Deep,3.6,
2006,Stranger Than Fiction,3.6,
2006,Laitakaupungin valot,3.6,
2006,Offside,3.6,
2006,Akeelah and the Bee,3.6,
2006,Ira & Abby,3.5,
2006,Dreamgirls,3.5,
2006,Crank,3.5,
2006,Take the Lead,3.5,
2006,La tourneuse de pages,3.5,
2006,Accepted,3.5,
